,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
19122325,19122325,2021-08-14 17:56:00.129203+00:00,x,y,2021-08-29 13:00:00+00:00,2021-08-29 15:00:00+00:00,alpha,True,15.0,1,a-9,19122325,8300.0
15451090,15451090,2021-07-22 15:40:46.378935+00:00,x,y,2021-09-04 07:00:00+00:00,2021-09-04 09:00:00+00:00,alpha,True,35.0,1,a-5,15451090,10545.0
14454858,14454858,2021-07-14 17:03:47.854492+00:00,x,y,2021-08-25 14:00:00+00:00,2021-08-25 15:55:00+00:00,beta,True,20.0,0,b-9,14454858,6440.0
21602393,21602393,2021-08-30 16:30:36.433931+00:00,x,y,2021-09-09 10:00:00+00:00,2021-09-09 12:00:00+00:00,alpha,True,15.0,1,a-7,21602393,7524.0
3210235,3210235,2021-03-13 20:09:11.960877+00:00,x,y,2021-04-01 05:00:00+00:00,2021-04-01 07:00:00+00:00,alpha,True,15.0,1,a-1,3210235,9798.0
319209,319209,2021-01-09 16:22:16.686470+00:00,x,y,2021-01-11 16:00:00+00:00,2021-01-11 18:10:00+00:00,alpha,True,0.0,0,a-7,319209,8739.0
9673534,9673534,2021-06-13 10:18:07.833493+00:00,x,y,2021-06-20 14:00:00+00:00,2021-06-20 16:00:00+00:00,gamma,True,20.0,1,c-4,9673534,6900.0
14165971,14165971,2021-07-12 18:46:58.734583+00:00,x,y,2021-08-11 11:00:00+00:00,2021-08-11 12:55:00+00:00,beta,True,20.0,0,b-69,14165971,6440.0
584927,584927,2021-01-17 18:03:49.853560+00:00,x,y,2021-02-04 05:15:00+00:00,2021-02-04 07:25:00+00:00,alpha,True,0.0,0,a-1,584927,8739.0
21539553,21539553,2021-08-30 07:13:20.934068+00:00,x,y,2021-09-17 10:00:00+00:00,2021-09-17 12:00:00+00:00,alpha,True,15.0,1,a-7,21539553,7524.0
2005564,2005564,2021-02-22 07:50:34.264207+00:00,x,y,2021-04-11 13:30:00+00:00,2021-04-11 15:30:00+00:00,alpha,True,15.0,1,a-5,2005564,12495.0
18947735,18947735,2021-08-13 18:36:15.488362+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,alpha,True,15.0,1,a-7,18947735,7524.0
3450503,3450503,2021-03-17 20:52:12.764181+00:00,x,y,2021-03-22 17:00:00+00:00,2021-03-22 18:59:00+00:00,gamma,True,20.0,2,c-6,3450503,11300.0
3866607,3866607,2021-03-26 10:57:15.298441+00:00,x,y,2021-04-07 13:30:00+00:00,2021-04-07 15:30:00+00:00,alpha,True,35.0,1,a-5,3866607,10799.0
531511,531511,2021-01-16 05:05:27.001156+00:00,x,y,2021-01-21 14:00:00+00:00,2021-01-21 15:55:00+00:00,beta,True,40.0,0,b-9,531511,10731.0
6386726,6386726,2021-05-08 00:02:34.104422+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,20.0,2,c-2,6386726,8390.0
16259303,16259303,2021-07-28 08:28:03.777473+00:00,x,y,2021-09-05 14:00:00+00:00,2021-09-05 16:00:00+00:00,gamma,True,20.0,1,c-4,16259303,12560.0
4167662,4167662,2021-04-02 06:35:55.398735+00:00,x,y,2021-04-14 05:00:00+00:00,2021-04-14 07:00:00+00:00,gamma,True,20.0,1,c-2,4167662,9800.0
12932315,12932315,2021-07-05 12:30:45.090266+00:00,x,y,2021-07-06 14:00:00+00:00,2021-07-06 16:00:00+00:00,gamma,True,20.0,1,c-4,12932315,11800.0
9106722,9106722,2021-06-08 13:46:05.139451+00:00,x,y,2021-06-17 13:05:00+00:00,2021-06-17 15:00:00+00:00,alpha,True,35.0,1,a-9,9106722,9707.0
544485,544485,2021-01-16 13:03:36.774726+00:00,x,y,2021-02-23 13:30:00+00:00,2021-02-23 15:40:00+00:00,alpha,True,0.0,0,a-5,544485,8739.0
12586454,12586454,2021-07-03 17:16:22.972394+00:00,x,y,2021-07-07 16:00:00+00:00,2021-07-07 18:00:00+00:00,alpha,True,35.0,1,a-23,12586454,12645.0
20370176,20370176,2021-08-21 18:59:37.905457+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 17:55:00+00:00,beta,True,40.0,0,b-19,20370176,8390.0
18332353,18332353,2021-08-10 21:15:50.448908+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,20.0,1,a-9,18332353,12645.0
12048811,12048811,2021-06-30 18:58:19.553818+00:00,x,y,2021-07-11 13:00:00+00:00,2021-07-11 15:00:00+00:00,alpha,True,35.0,1,a-9,12048811,13277.0
13805496,13805496,2021-07-10 13:02:51.044719+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,15.0,1,a-5,13805496,11245.0
6602657,6602657,2021-05-11 06:29:05.205667+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20.0,2,c-6,6602657,8390.0
137079,137079,2021-01-04 10:30:37.040237+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 07:00:00+00:00,gamma,True,32.0,1,c-2,137079,9150.0
8751273,8751273,2021-06-04 20:15:10.140538+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,35.0,1,a-5,8751273,9707.0
13359547,13359547,2021-07-07 16:36:15.112618+00:00,x,y,2021-07-09 17:00:00+00:00,2021-07-09 18:59:00+00:00,gamma,True,20.0,2,c-6,13359547,15065.0
14654343,14654343,2021-07-16 06:24:59.174795+00:00,x,y,2021-07-20 10:00:00+00:00,2021-07-20 12:00:00+00:00,gamma,True,20.0,1,c-2,14654343,7765.0
15202308,15202308,2021-07-20 10:57:47.452573+00:00,x,y,2021-08-01 14:00:00+00:00,2021-08-01 16:00:00+00:00,gamma,True,20.0,2,c-4,15202308,19105.0
2363841,2363841,2021-03-01 04:42:24.228862+00:00,x,y,2021-03-30 17:00:00+00:00,2021-03-30 18:59:00+00:00,gamma,True,20.0,2,c-6,2363841,8890.0
3271821,3271821,2021-03-14 20:45:18.725904+00:00,x,y,2021-03-21 17:00:00+00:00,2021-03-21 18:59:00+00:00,gamma,True,20.0,1,c-6,3271821,9800.0
8553673,8553673,2021-06-03 04:59:28.959172+00:00,x,y,2021-06-06 07:00:00+00:00,2021-06-06 09:00:00+00:00,alpha,True,15.0,1,a-5,8553673,9403.0
760597,760597,2021-01-22 16:28:53.761302+00:00,x,y,2021-01-26 11:00:00+00:00,2021-01-26 13:00:00+00:00,gamma,True,0.0,0,c-4,760597,10170.0
21343934,21343934,2021-08-28 12:56:28.762633+00:00,x,y,2021-10-19 10:00:00+00:00,2021-10-19 12:00:00+00:00,alpha,True,20.0,1,a-7,21343934,7524.0
11359768,11359768,2021-06-26 13:51:03.934522+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,35.0,1,a-5,11359768,11072.0
7190361,7190361,2021-05-19 11:30:18.811342+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,True,15.0,1,a-1,7190361,8027.0
12974226,12974226,2021-07-05 16:29:19.947248+00:00,x,y,2021-07-26 09:45:00+00:00,2021-07-26 11:45:00+00:00,gamma,True,20.0,1,c-2,12974226,11545.0
12974946,12974946,2021-07-05 16:34:01.074541+00:00,x,y,2021-07-20 11:00:00+00:00,2021-07-20 12:55:00+00:00,beta,True,20.0,0,b-69,12974946,7190.0
20148280,20148280,2021-08-20 10:54:46.224975+00:00,x,y,2021-08-30 10:00:00+00:00,2021-08-30 12:00:00+00:00,alpha,True,15.0,1,a-7,20148280,7524.0
3988951,3988951,2021-03-28 22:52:48.514469+00:00,x,y,2021-04-12 17:00:00+00:00,2021-04-12 18:59:00+00:00,gamma,True,20.0,1,c-6,3988951,9800.0
17357768,17357768,2021-08-06 10:42:33.757729+00:00,x,y,2021-08-24 10:35:00+00:00,2021-08-24 12:35:00+00:00,omega,True,20.0,1,d-3,17357768,7950.0
13375946,13375946,2021-07-07 18:07:28.777478+00:00,x,y,2021-07-22 11:00:00+00:00,2021-07-22 12:55:00+00:00,beta,True,20.0,0,b-69,13375946,6400.0
2381937,2381937,2021-03-01 08:51:17.379831+00:00,x,y,2021-03-02 11:00:00+00:00,2021-03-02 12:55:00+00:00,beta,True,20.0,0,b-69,2381937,7278.0
4500680,4500680,2021-04-11 09:33:27.461540+00:00,x,y,2021-04-15 15:30:00+00:00,2021-04-15 17:30:00+00:00,alpha,True,15.0,1,a-7,4500680,8048.0
11726395,11726395,2021-06-28 23:15:20.660330+00:00,x,y,2021-07-16 05:00:00+00:00,2021-07-16 06:55:00+00:00,beta,True,20.0,0,b-1,11726395,7201.0
598629,598629,2021-01-18 07:33:48.576149+00:00,x,y,2021-02-11 13:30:00+00:00,2021-02-11 15:40:00+00:00,alpha,True,20.0,1,a-5,598629,10227.0
20278189,20278189,2021-08-21 07:21:42.503625+00:00,x,y,2021-09-08 08:00:00+00:00,2021-09-08 09:55:00+00:00,beta,True,20.0,0,b-67,20278189,6410.0
15985312,15985312,2021-07-26 10:17:03.925807+00:00,x,y,2021-08-31 17:00:00+00:00,2021-08-31 18:59:00+00:00,gamma,True,20.0,2,c-6,15985312,8765.0
13515611,13515611,2021-07-08 15:42:56.132620+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,15.0,1,a-9,13515611,17445.0
15370008,15370008,2021-07-22 04:49:28.450196+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,15370008,6870.0
20701879,20701879,2021-08-24 01:23:59.061383+00:00,x,y,2021-09-06 10:30:00+00:00,2021-09-06 12:25:00+00:00,beta,True,40.0,0,b-69,20701879,8380.0
20955650,20955650,2021-08-25 16:37:57.551464+00:00,x,y,2021-09-01 10:00:00+00:00,2021-09-01 12:00:00+00:00,alpha,True,20.0,1,a-7,20955650,8381.0
12173471,12173471,2021-07-01 13:13:15.739146+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,True,20.0,2,c-6,12173471,23130.0
5665618,5665618,2021-04-27 11:30:52.323617+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20.0,1,c-2,5665618,9655.0
9554088,9554088,2021-06-12 13:29:36.994784+00:00,x,y,2021-06-13 11:00:00+00:00,2021-06-13 13:00:00+00:00,gamma,True,20.0,2,c-4,9554088,9025.0
5345549,5345549,2021-04-23 13:35:58.509123+00:00,x,y,2021-04-30 13:30:00+00:00,2021-04-30 15:30:00+00:00,alpha,True,15.0,1,a-5,5345549,6495.0
16572165,16572165,2021-07-30 19:02:23.308249+00:00,x,y,2021-09-03 14:00:00+00:00,2021-09-03 16:00:00+00:00,gamma,True,20.0,1,c-4,16572165,12560.0
7923968,7923968,2021-05-28 07:22:57.703813+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,True,20.0,2,c-4,7923968,9025.0
12172146,12172146,2021-07-01 13:05:09.864433+00:00,x,y,2021-07-16 16:00:00+00:00,2021-07-16 18:00:00+00:00,alpha,True,35.0,1,a-23,12172146,10545.0
14554167,14554167,2021-07-15 11:26:09.107554+00:00,x,y,2021-08-01 16:00:00+00:00,2021-08-01 18:00:00+00:00,alpha,True,15.0,1,a-23,14554167,11245.0
20432741,20432741,2021-08-22 08:50:40.847932+00:00,x,y,2021-09-13 17:00:00+00:00,2021-09-13 18:59:00+00:00,gamma,True,20.0,1,c-6,20432741,6870.0
7191455,7191455,2021-05-19 11:43:33.883446+00:00,x,y,2021-07-01 11:00:00+00:00,2021-07-01 12:55:00+00:00,beta,True,20.0,0,b-69,7191455,7374.0
556089,556089,2021-01-16 19:41:28.457788+00:00,x,y,2021-02-07 16:00:00+00:00,2021-02-07 18:10:00+00:00,alpha,True,0.0,0,a-7,556089,8739.0
1800403,1800403,2021-02-17 06:59:26.565896+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 06:55:00+00:00,beta,True,20.0,0,b-1,1800403,11494.0
19716634,19716634,2021-08-17 23:38:09.327619+00:00,x,y,2021-09-05 14:00:00+00:00,2021-09-05 15:55:00+00:00,beta,True,20.0,0,b-9,19716634,6750.0
3087313,3087313,2021-03-12 02:19:18.633851+00:00,x,y,2021-03-30 17:00:00+00:00,2021-03-30 18:59:00+00:00,gamma,True,20.0,2,c-6,3087313,11300.0
13833271,13833271,2021-07-10 16:46:21.795416+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,15.0,1,a-23,13833271,12945.0
2512563,2512563,2021-03-03 07:19:58.845572+00:00,x,y,2021-03-14 05:00:00+00:00,2021-03-14 06:55:00+00:00,beta,True,40.0,0,b-1,2512563,8613.0
1937566,1937566,2021-02-20 11:14:16.913518+00:00,x,y,2021-04-02 16:00:00+00:00,2021-04-02 18:00:00+00:00,alpha,True,15.0,1,a-7,1937566,12495.0
20370780,20370780,2021-08-21 19:03:25.796117+00:00,x,y,2021-08-27 05:00:00+00:00,2021-08-27 06:55:00+00:00,beta,True,40.0,0,b-1,20370780,8390.0
6297491,6297491,2021-05-06 15:13:22.571903+00:00,x,y,2021-05-12 17:00:00+00:00,2021-05-12 18:59:00+00:00,gamma,True,20.0,2,c-6,6297491,8390.0
9005984,9005984,2021-06-07 14:33:29.940663+00:00,x,y,2021-06-26 04:00:00+00:00,2021-06-26 06:00:00+00:00,alpha,True,35.0,1,a-1,9005984,9707.0
1045699,1045699,2021-01-30 07:41:33.686941+00:00,x,y,2021-02-08 05:15:00+00:00,2021-02-08 07:25:00+00:00,alpha,True,0.0,0,a-1,1045699,8739.0
1276944,1276944,2021-02-04 16:45:03.610087+00:00,x,y,2021-02-14 05:15:00+00:00,2021-02-14 07:25:00+00:00,alpha,True,0.0,0,a-1,1276944,8739.0
19864095,19864095,2021-08-18 18:08:26.842552+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,15.0,1,a-23,19864095,18945.0
20747025,20747025,2021-08-24 08:56:26.791926+00:00,x,y,2021-09-14 10:00:00+00:00,2021-09-14 12:00:00+00:00,alpha,True,15.0,1,a-7,20747025,6810.0
5424563,5424563,2021-04-24 11:29:44.758803+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,alpha,True,35.0,1,a-1,5424563,6495.0
3217760,3217760,2021-03-14 02:05:13.445005+00:00,x,y,2021-03-18 08:00:00+00:00,2021-03-18 09:55:00+00:00,beta,True,20.0,0,b-67,3217760,9030.0
21163715,21163715,2021-08-27 06:03:46.077763+00:00,x,y,2021-09-13 04:00:00+00:00,2021-09-13 06:00:00+00:00,alpha,True,20.0,1,a-1,21163715,7524.0
813109,813109,2021-01-24 07:31:45.837274+00:00,x,y,2021-01-29 16:00:00+00:00,2021-01-29 18:10:00+00:00,alpha,True,0.0,0,a-7,813109,8739.0
8505509,8505509,2021-06-02 15:18:53.562940+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,alpha,True,15.0,1,a-1,8505509,9403.0
12855919,12855919,2021-07-05 05:47:42.745664+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,2,c-4,12855919,12800.0
1950562,1950562,2021-02-20 17:54:52.643644+00:00,x,y,2021-02-22 08:00:00+00:00,2021-02-22 09:55:00+00:00,beta,True,20.0,0,b-67,1950562,11504.0
4921797,4921797,2021-04-19 23:43:37.128809+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,gamma,True,20.0,2,c-2,4921797,8640.0
20989860,20989860,2021-08-25 20:50:46.459321+00:00,x,y,2021-09-02 17:05:00+00:00,2021-09-02 19:05:00+00:00,omega,True,20.0,1,d-5,20989860,9000.0
13306295,13306295,2021-07-07 11:23:40.660167+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,2,c-2,13306295,13050.0
13639537,13639537,2021-07-09 11:47:07.257839+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,2,c-4,13639537,11285.0
1038492,1038492,2021-01-30 03:04:39.430509+00:00,x,y,2021-02-24 05:00:00+00:00,2021-02-24 06:55:00+00:00,beta,True,35.0,0,b-1,1038492,9564.0
20593990,20593990,2021-08-23 09:53:11.443374+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,20593990,10040.0
13861512,13861512,2021-07-10 19:59:01.364479+00:00,x,y,2021-07-22 13:00:00+00:00,2021-07-22 15:00:00+00:00,alpha,True,35.0,1,a-9,13861512,10545.0
3060082,3060082,2021-03-11 15:32:21.127171+00:00,x,y,2021-03-28 05:00:00+00:00,2021-03-28 07:00:00+00:00,alpha,True,35.0,1,a-1,3060082,10799.0
3910203,3910203,2021-03-27 08:21:34.437933+00:00,x,y,2021-05-15 15:30:00+00:00,2021-05-15 17:30:00+00:00,alpha,True,15.0,1,a-7,3910203,9798.0
9618572,9618572,2021-06-12 22:29:42.875127+00:00,x,y,2021-06-27 16:00:00+00:00,2021-06-27 18:00:00+00:00,alpha,True,15.0,1,a-23,9618572,6850.0
14334471,14334471,2021-07-13 23:04:53.036091+00:00,x,y,2021-07-23 10:00:00+00:00,2021-07-23 12:00:00+00:00,alpha,True,15.0,1,a-7,14334471,11245.0
11292791,11292791,2021-06-26 03:19:38.879045+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,True,35.0,1,a-1,11292791,11072.0
18774959,18774959,2021-08-12 22:44:14.611694+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,True,15.0,1,a-5,18774959,6524.0
11842839,11842839,2021-06-29 15:40:29.186348+00:00,x,y,2021-08-14 10:00:00+00:00,2021-08-14 12:00:00+00:00,alpha,True,15.0,1,a-7,11842839,6531.0
1587980,1587980,2021-02-12 16:12:00.283409+00:00,x,y,2021-03-03 16:00:00+00:00,2021-03-03 18:10:00+00:00,alpha,True,15.0,1,a-7,1587980,12495.0
20566660,20566660,2021-08-23 06:24:07.741335+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,15.0,1,a-23,20566660,8300.0
15682396,15682396,2021-07-24 07:07:34.057021+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,True,20.0,2,c-6,15682396,10280.0
3660311,3660311,2021-03-22 05:16:14.234959+00:00,x,y,2021-03-23 15:30:00+00:00,2021-03-23 17:30:00+00:00,alpha,True,15.0,1,a-7,3660311,18371.0
931875,931875,2021-01-27 10:59:48.123487+00:00,x,y,2021-03-24 05:15:00+00:00,2021-03-24 07:25:00+00:00,alpha,True,20.0,1,a-1,931875,10227.0
16579507,16579507,2021-07-30 20:08:41.398599+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,alpha,True,15.0,1,a-7,16579507,9045.0
6365742,6365742,2021-05-07 16:36:28.365794+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,True,15.0,1,a-1,6365742,7796.0
5558841,5558841,2021-04-26 04:25:24.227193+00:00,x,y,2021-05-14 11:00:00+00:00,2021-05-14 13:00:00+00:00,gamma,True,20.0,1,c-4,5558841,7640.0
15053951,15053951,2021-07-19 07:50:38.548381+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 06:55:00+00:00,beta,True,40.0,0,b-1,15053951,12990.0
13750340,13750340,2021-07-10 06:20:05.236049+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20.0,2,c-6,13750340,11900.0
20976066,20976066,2021-08-25 18:47:06.919175+00:00,x,y,2021-09-10 05:00:00+00:00,2021-09-10 06:55:00+00:00,beta,True,20.0,0,b-1,20976066,7230.0
8641909,8641909,2021-06-03 20:23:09.326475+00:00,x,y,2021-06-06 16:00:00+00:00,2021-06-06 18:00:00+00:00,alpha,True,15.0,1,a-23,8641909,15692.0
17162970,17162970,2021-08-04 22:09:38.393254+00:00,x,y,2021-08-23 10:35:00+00:00,2021-08-23 12:35:00+00:00,omega,True,20.0,1,d-3,17162970,7950.0
961167,961167,2021-01-28 05:33:41.618828+00:00,x,y,2021-02-07 17:00:00+00:00,2021-02-07 18:59:00+00:00,gamma,True,0.0,0,c-6,961167,8525.0
10449452,10449452,2021-06-19 12:09:25.582670+00:00,x,y,2021-06-29 16:00:00+00:00,2021-06-29 18:00:00+00:00,alpha,True,35.0,1,a-23,10449452,7150.0
3475353,3475353,2021-03-18 10:31:49.064189+00:00,x,y,2021-04-12 16:45:00+00:00,2021-04-12 18:40:00+00:00,beta,True,20.0,0,b-19,3475353,9030.0
9099446,9099446,2021-06-08 12:26:12.306408+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 12:55:00+00:00,beta,True,20.0,0,b-69,9099446,10047.0
12535556,12535556,2021-07-03 12:14:29.599622+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,12535556,9045.0
10044372,10044372,2021-06-16 00:20:09.667681+00:00,x,y,2021-07-21 07:00:00+00:00,2021-07-21 09:00:00+00:00,alpha,True,15.0,1,a-5,10044372,6531.0
20058410,20058410,2021-08-19 20:25:34.061315+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,15.0,1,a-7,20058410,14945.0
8126614,8126614,2021-05-30 12:10:55.900890+00:00,x,y,2021-06-08 05:00:00+00:00,2021-06-08 07:00:00+00:00,gamma,True,20.0,2,c-2,8126614,11900.0
13444533,13444533,2021-07-08 07:41:40.691975+00:00,x,y,2021-07-18 14:00:00+00:00,2021-07-18 16:00:00+00:00,gamma,True,20.0,1,c-4,13444533,14065.0
10048159,10048159,2021-06-16 03:12:54.499032+00:00,x,y,2021-07-23 07:00:00+00:00,2021-07-23 09:00:00+00:00,alpha,True,15.0,1,a-5,10048159,6531.0
2557305,2557305,2021-03-03 19:45:21.827764+00:00,x,y,2021-03-06 11:00:00+00:00,2021-03-06 13:00:00+00:00,gamma,True,20.0,2,c-4,2557305,8890.0
15880916,15880916,2021-07-25 16:05:04.763817+00:00,x,y,2021-07-30 11:00:00+00:00,2021-07-30 12:55:00+00:00,beta,True,40.0,0,b-69,15880916,15500.0
14821456,14821456,2021-07-17 10:18:56.433339+00:00,x,y,2021-07-18 16:00:00+00:00,2021-07-18 18:00:00+00:00,alpha,True,15.0,1,a-23,14821456,10205.0
14294955,14294955,2021-07-13 16:47:20.607402+00:00,x,y,2021-08-04 07:00:00+00:00,2021-08-04 09:00:00+00:00,alpha,True,15.0,1,a-5,14294955,12945.0
12148638,12148638,2021-07-01 10:35:13.081598+00:00,x,y,2021-07-03 14:00:00+00:00,2021-07-03 16:00:00+00:00,gamma,True,20.0,2,c-4,12148638,15065.0
10078223,10078223,2021-06-16 09:02:20.086735+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,15.0,1,a-7,10078223,6531.0
10875495,10875495,2021-06-22 22:19:08.132254+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,2,c-4,10875495,7900.0
13776846,13776846,2021-07-10 09:37:15.762933+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35.0,1,a-9,13776846,12645.0
8507851,8507851,2021-06-02 15:39:03.067976+00:00,x,y,2021-06-24 11:00:00+00:00,2021-06-24 13:00:00+00:00,gamma,True,20.0,1,c-4,8507851,10900.0
4587200,4587200,2021-04-14 09:00:36.950902+00:00,x,y,2021-05-03 14:00:00+00:00,2021-05-03 15:55:00+00:00,beta,True,20.0,0,b-9,4587200,7873.0
12219425,12219425,2021-07-01 18:36:22.609858+00:00,x,y,2021-07-05 10:00:00+00:00,2021-07-05 12:00:00+00:00,alpha,True,15.0,1,a-7,12219425,11245.0
8769984,8769984,2021-06-05 05:17:55.124854+00:00,x,y,2021-10-01 05:00:00+00:00,2021-10-01 07:00:00+00:00,alpha,True,35.0,1,a-1,8769984,9707.0
17174344,17174344,2021-08-05 04:08:16.012099+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,gamma,True,20.0,2,c-2,17174344,8765.0
9106238,9106238,2021-06-08 13:42:32.990570+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,35.0,1,a-23,9106238,10006.0
9468273,9468273,2021-06-12 02:21:09.390195+00:00,x,y,2021-06-30 07:00:00+00:00,2021-06-30 09:00:00+00:00,alpha,True,15.0,1,a-5,9468273,6531.0
9131790,9131790,2021-06-08 17:54:07.173326+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,35.0,1,a-7,9131790,9707.0
19528234,19528234,2021-08-16 23:24:09.407471+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 16:00:00+00:00,gamma,True,20.0,1,c-4,19528234,18105.0
2961437,2961437,2021-03-10 11:26:38.147339+00:00,x,y,2021-03-16 13:30:00+00:00,2021-03-16 15:30:00+00:00,alpha,True,35.0,1,a-5,2961437,8022.0
13950989,13950989,2021-07-11 11:33:21.605566+00:00,x,y,2021-08-06 09:45:00+00:00,2021-08-06 11:45:00+00:00,gamma,True,20.0,1,c-2,13950989,12560.0
17217677,17217677,2021-08-05 10:49:02.210089+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 16:00:00+00:00,gamma,True,20.0,2,c-4,17217677,7870.0
7554697,7554697,2021-05-23 10:34:12.256095+00:00,x,y,2021-05-23 13:00:00+00:00,2021-05-23 15:00:00+00:00,alpha,True,15.0,1,a-5,7554697,14327.0
3502575,3502575,2021-03-18 19:16:00.333039+00:00,x,y,2021-03-26 09:10:00+00:00,2021-03-26 11:05:00+00:00,beta,True,20.0,0,b-67,3502575,8988.0
18086038,18086038,2021-08-10 01:52:38.257841+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,15.0,1,a-5,18086038,6810.0
21277627,21277627,2021-08-27 23:21:14.728680+00:00,x,y,2021-08-29 16:00:00+00:00,2021-08-29 18:00:00+00:00,alpha,True,20.0,1,a-23,21277627,12645.0
3034707,3034707,2021-03-11 09:37:23.347268+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 06:55:00+00:00,beta,True,20.0,0,b-1,3034707,9051.0
686473,686473,2021-01-20 16:19:47.637559+00:00,x,y,2021-02-24 14:00:00+00:00,2021-02-24 15:55:00+00:00,beta,True,20.0,0,b-9,686473,8718.0
17587609,17587609,2021-08-07 16:41:17.267247+00:00,x,y,2021-09-02 13:00:00+00:00,2021-09-02 15:00:00+00:00,alpha,True,15.0,1,a-9,17587609,6810.0
20475494,20475494,2021-08-22 13:56:51.133044+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,20475494,28185.0
6824281,6824281,2021-05-15 06:23:59.630006+00:00,x,y,2021-06-02 11:00:00+00:00,2021-06-02 13:00:00+00:00,gamma,True,20.0,1,c-4,6824281,9655.0
19753099,19753099,2021-08-18 07:23:45.196855+00:00,x,y,2021-08-28 04:00:00+00:00,2021-08-28 06:00:00+00:00,alpha,True,20.0,1,a-1,19753099,8381.0
20378174,20378174,2021-08-21 19:57:45.183602+00:00,x,y,2021-08-31 17:05:00+00:00,2021-08-31 19:05:00+00:00,omega,True,20.0,1,d-5,20378174,6870.0
